title,brand,categories,description,tags,image-link,site-link
Vegan Liquid Concealer – Tiramisu Tan 796,ZAO,"['Makeup', 'Complexion', 'Concealers']","Zao Liquid Concealer leaves the skin looking flawless, smooth and blemish free! Help hide fatigue, minor imperfections and the signs of ageing with this nourishing, skin loving, vegan liquid concealer! Formulated with natural ingredients such as Magnolia extract and organic Aloe Vera. Perfect for correcting undereye circles with an ultra natural finish, with easy application for wearing day or night.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/04/zao-liquid-concealer-796-1-600x600.jpg,https://www.peacewiththewild.co.uk/product/vegan-liquid-concealer-tiramisu-tan-796/
Natural Deodorant Stick – Lavender & Tea Tree,Earth Conscious,"['Skincare', 'Deodorants', 'Deodorant Sticks']","Made in the UK using 100% natural ingredients, Earth Conscious vegan deodorant is designed to combat body odour all day long with its anti-bacterial properties.  Blended with lavender and tea tree essential oils for their naturally soothing and antibacterial properties.","['Vegan', 'Natural', 'Biodegradable', 'Plastic Free', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/01/Eath-Conscious-Lavender-Tea-Tree-Updated-600x600.jpg,https://www.peacewiththewild.co.uk/product/natural-deodorant-stick-lavender-tea-tree-earth-conscious/
Reusable Sanitary Pads 6 Pack – Heavy Flow,Re:gn,"['Bathroom', 'Menstrual Products', 'Menstrual Pads']","Re:gn’s reusable sanitary pads heavy flow are an easy to use and more cost-effective alternative to single use sanitary pads without any compromise on performance. With a slim, comfortable fit and secure popper fastening, these cloth pads stay in place to offer peace of mind day and night. Bold, beautiful and topped with natural bamboo fleece, users can be confident that there are no nasties next to their skin throughout their menstrual cycle. The unique stay dry binding keeps everything in the absorbent core and away from clothing to ensure a leak free protection every time!","['Vegan', 'Palm Oil Free']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/01/Regn-Reusable-Sanitary-Pads-6-Pack-Medium-Flow-4-600x600.jpg,https://www.peacewiththewild.co.uk/product/reusable-sanitary-pads-6-pack-mixed-flow/
English Breakfast Tea,NEMI Teas,"['Food & Drink', 'Tea']","A robust and full-bodied English Breakfast tea from Nemi Teas either loose leaf or tea bags which ever you prefer.  English Breakfast tea is from Assam leaves,  its a bit malty and a golden colour in the cup.","['Vegan', 'Palm Oil Free', 'Natural', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/09/nemi-tea-english-breakfast-600x600.jpg,https://www.peacewiththewild.co.uk/product/english-breakfast-tea/
Pacifier Holder – Seafoam Blue,Hevea,"['Mama & Baby', 'Pacifiers & Rattles']","A beautiful HEVEA pacifier holder in moss green which is handmade, with 9 soft natural rubber beads, attached by a strong wooden nickel free clip, making them safe for little nibblers and wonderfully tactile for tiny hands.","['Natural', 'Plastic Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/01/hevea-pacifier-holder-moss-green-3-600x600.jpg,https://www.peacewiththewild.co.uk/product/pacifier-holder-moss-green/
Natural Dorset Sea Salt Flakes,Dorset Sea Salt Co,"['Food & Drink', 'Salt']","Jurassic Coast sea salt flakes by Dorset Sea Salt Co. Hand-harvested from the pristine mineral rich, and world-famous waters of the Jurassic coast. To be used within or to finish the cooking process, these briny flakes are bursting with an honest taste of Dorset.","['Plastic Free', 'Vegan', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/10/dorset-sea-salt-natural-600x600.jpg,https://www.peacewiththewild.co.uk/product/dorset-sea-salt-co-natural-dorset-sea-salt-flakes/
Eco-friendly Greetings Card ‘Pawty Time’ – A6,Stefanie Lau,"['For The Home', 'Stationery', 'Greeting Cards']","A6 – 10cm x 14cm A very cute and adorable french bulldog ‘Pawty Time’ card is perfect for birthday and celebrations. A lovely gesture for dog and animal lovers! An A6-size illustrated greetings card, originally hand painted in watercolour, then professionally printed on a matt, sustainably sourced card made from recycled paper. The card comes blank on the inside for you to write your own message, with brown ribbed Kraft envelope included. Designed and printed in England.","['Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/08/pawty-time-gift-card-600x600.jpg,https://www.peacewiththewild.co.uk/product/eco-friendly-greetings-card-pawty-time-a6/
Linen & Lavender Eye Pillow – Duck Egg Blue,Helen Round,"['For The Home', 'Wheat Bags']","Perfect for relaxing, this lovely linen eye pillow in Duck Egg Blue is packed with organic British wheat and scented with lavender. The removable and washable cover is made from 100% pure linen and features a hand printed design from Helen Round’s Garden Collection. Great for soothing dry eyes, yoga & meditation or simply for relaxing at home. The eye pillow sits comfortably across your eyes, helping you to unwind.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Biodegradable', 'Handmade', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/07/helen-round-eye-pillow-duck-egg-blue-02-600x600.jpg,https://www.peacewiththewild.co.uk/product/linen-lavender-eye-pillow-duck-egg-blue/
Recycled Wrapping Paper – Gold Turtle Ocean,Happy Wrap,"['For The Home', 'Stationery', 'Gift Wrap']","Each Sheet – 70cm x 50cm (27″ x 19″) Presenting gifts completely plastic free, being less wasteful and more sustainable is now possible with our lovely turtle ocean wrapping paper! 100% Biodegradable and fully recyclable this gorgeous and colourful wrapping paper is truly eco-friendly. Made from recycled paper and printed with vegetable based inks, you can now give gifts to your friends and family without worrying about the waste and plastic involved!","['Plastic Free', 'Biodegradable', 'Recyclable', 'Sustainable', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/11/recycled-gift-wrapping-turtle-ocean-manilla-white-3-600x600.jpg,https://www.peacewiththewild.co.uk/product/recycled-wrapping-paper-gold-turtle-ocean/
Coffee Face Scrub Citrus Blend – 100ml,UpCircle,"['Skincare', 'Face Scrubs']",Face Scrub Citrus by UpCircle is made with repurposed coffee grounds from London cafes to gently exfoliate dry and dehydrated skin.  Blended with rosehip oil and shea butter this citrus blended scrub will buff away dead dry skin cells to leave a smooth complexion.  Citrus blend is most suitable for dry skin type.,"['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Handmade', 'Made In UK', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/11/upcircle-face-scrub-citrus-blend-600x600.jpg,https://www.peacewiththewild.co.uk/product/coffee-face-scrub-citrus-blend-100ml-2/
Bamboo Foundation Brush 711,ZAO,"['Makeup', 'Makeup Accessories', 'Makeup Brushes']","The Foundation brush 711 allows easy and controlled application of fluid foundation. It corrects imperfections in a natural way avoiding the “mask” effect. If you’re still applying your foundation with your fingers, it’s time to stop. Using makeup brushes not only gives your foundation a stunning finish, it also keeps all the oils and bacteria from your fingers from clogging up your pores.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/02/zao-make-up-brush-foundation-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/bamboo-foundation-brush-711/
Night Cream With Repurposed Blueberry Extract – 55ml,UpCircle,"['Skincare', 'Face Creams']","A gentle, unscented overnight moisturiser to nourish, repair and protect the skin. Suitable for all skin types. Formulated with replenishing niacinamide to even skin tone, hyaluronic acid to hydrate and rosehip oil to promote overnight skin regeneration. This night cream is made with the antioxidant-rich extract of repurposed blueberries, a by-product of the juicing industry. Rich in Vitamin A, the cold-pressed extract protects against blue light and is a source of pro-retinol that works to minimise the signs of ageing skin. Your skin’s best night sleep yet.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Handmade', 'Made In UK', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/11/up-circle-night-cream-01-new-600x600.jpg,https://www.peacewiththewild.co.uk/product/night-cream-with-repurposed-blueberry-extract-55ml/
Re:gn Reusable Razor with Jute Travel Bag – Black,Re:gn,"['Skincare', 'Safety Razors', 'Single Safety Razors']","Re:gn’s Reusable Safety Razors – the perfect solution for a sustainable and eco-friendly shaving. These Reusable Safety Razors features a weight-balanced design and a textured ergonomic grip for added comfort and reduced slipping, making shaving effortless and comfortable. In an elegant metallic black shade.","['Vegan', 'Palm Oil Free', 'Plastic Free', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/01/Regn-Razor-Black-600x600.jpg,https://www.peacewiththewild.co.uk/product/regn-reusable-razor-with-jute-travel-bag-black/
Italian Herb Kitchen,Seedball,"['For The Home', 'Gardening']","A simpler and more natural way to grow from seed, the Italian Herb Kitchen by Seedball is perfect for growing your own herbs the natural and organic way! Set of 3 pods which include organic parsley, basil and oregano seeds. The perfect gift for a home cook or keen herb grower; being easy to use you don’t need any expert knowledge! Transform your kitchen windowsill with flourishing Italian herbs, all within easy reach when cooking.","['Vegan', 'Natural', 'Plastic Free', 'Made In UK', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/03/seedball-herb-italian-herb-kitchen-1-600x600.jpg,https://www.peacewiththewild.co.uk/product/seedball-italian-herb-kitchen/
Chilli Powder,Peace With The Wild - Refill,"['Food & Drink', 'Herbs & Spices']","Great for seasoning and delicious, ground chilli powder is a food pantry essential. Great for a vegan diet, ground chilli is a perfect for cooking with a adding heat to any dish. Chilli powder is a versatile ingredient that can be used in many savoury dishes from soups, stews and sauces. All our refill dried food is packaged in recyclable paper bags for sustainable living!","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/08/chilli-powder-600x600.jpeg,https://www.peacewiththewild.co.uk/product/chilli-powder/
Normal Hair Conditioner Bar – 105g,Bain & Savon,"['Haircare', 'All Conditioners', 'Conditioner Bars']","Handmade in the UK, this solid conditioner bar for normal hair is blended with grapefruit essential oils, to improve blood circulation and strengthens the roots. Due to its antimicrobial activity, grapefruit oil keeps infections at bay and gives you healthy scalp and hair.","['Vegan', 'Natural', 'Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/03/bain-savon-normal-hair-conditioner-bar-600x600.jpg,https://www.peacewiththewild.co.uk/product/bain-savon-normal-hair-conditioner-bar-105g/
Organic Rejuvenating Face Serum – 30ml,Peace With The Wild,"['Skincare', 'Facial Serums']","As part of our luxury skincare range this handcrafted face serum is made using the purest, ethically sourced and highest quality ingredients. These natural ingredients will nourish and hydrate your skin. Full of antioxidants, vitamin E and essential oils to help reduce the signs of ageing and unclog pores for a clearer complexion.","['Vegan', 'Palm Oil Free', 'Natural', 'Organic', 'Plastic Free', 'Handmade', 'Made In UK', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/02/face-serum-rejuventating-pippete-600x600.jpg,https://www.peacewiththewild.co.uk/product/organic-rejuvenating-face-serum-30ml/
Sweet Orange & Lavender Shaving Soap – 100g,Peace With The Wild,"['Skincare', 'Shaving Soap', 'Shaving Bars']","Discover Peace With The Wild’s Sweet Orange & Lavender Shaving Soap. Vegan, plastic-free, and handmade in our independent UK studio. Crafted with natural ingredients like cocoa butter, shea butter, mango seed butter, kaolin clay, and geranium oil, this invigorating soap elevates your shaving routine. Embrace eco-friendly luxury and enjoy a smooth, comfortable shave. With every stroke, indulge in the goodness of nature while contributing to a greener future. Elevate your self-care game with Peace With The Wild’s Sweet Orange & Lavender Shaving Soap.","['Vegan', 'Palm Oil Free', 'Plastic Free', 'Biodegradable', 'Handmade', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/06/shaving-soap-orange-600x600.jpg,https://www.peacewiththewild.co.uk/product/sweet-orange-lavender-shaving-soap-100g/
Organic Chickpeas – 700g,Bold Bean Co,"['Food & Drink', 'Legumes']","Organic Chickpeas by The Bold Bean Co are the highest quality organic chickpeas. Completely free of additives & preservatives. The only thing you’ll find in this jar is Chickpeas, water & a pinch of salt. Bold Bean Co season their beans throughout the cooking process like proper chefs do! Their natural flavour is then enhanced in a way you simply can’t replicate after. Great for homemade Hummus, curries and an ideal source of plant protein.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/11/Bold-Bean-Co-Organic-Chickpeas-700g-600x600.jpg,https://www.peacewiththewild.co.uk/product/organic-chickpeas-700g/
Babies Magic Dust – 60ml,Fat & The Moon,"['Mama & Baby', 'Baby Skincare']","Babies Magic Dust by Fat & The Moon is a natural and effective substitute for Talcum Powder. Free of talc & corn, Babies Magic Dust uses 100% natural ingredients to soothe and provide relief to your baby’s nappy rash. Made without sugars that bacteria thrive on, this powder actively absorbs excess moisture and provides the most comfort for your little one. Packaged in a handy, fully reusable & recyclable aluminium shaker for easy application.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/09/Fat-The-Moon-Babies-Magic-Dust-600x600.jpg,https://www.peacewiththewild.co.uk/product/babies-magic-dust-60ml/
Eco Cleansing Kit,,"['Gifts', 'Eco-Friendly Kits']",Our Eco Cleansing Kits are a perfect way to swap out the plastic for a more sustainable lifestyle.,[],https://www.peacewiththewild.co.uk/wp-content/uploads/2020/01/eco-cleansing-kit-600x594.jpg,https://www.peacewiththewild.co.uk/product/eco-cleansing-kit/
Men’s Witch Hazel Kick – Combination Skin Micellar & Toner 100ml,Valley Mist,"['Skincare', ""Men's Skincare""]","Cleanse and tone your skin naturally with Eco cert ingredients! Valley Mist witch hazel kick micellar and toner for combination skin is gentle and kind, yet super effective. With a fragrant, herbal blend of witch hazel skin will feel cleansed and hydrated! Great for tightening pores and improving skin complexion. Suitable for all skin types, Valley Mist micellar & toner for men is great for tightening pores and improving skin complexion. A kinder way to remove daily grime and pollution from your skin. The refreshing and stimulating aromas soothe your mind and invigorate your senses.","['Natural', 'Vegan', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/09/valley-mist-men-toner-600x600.jpg,https://www.peacewiththewild.co.uk/product/valley-mist-mens-witch-hazel-kick-combination-skin-micellar-toner-100ml/
Herbal Healing Salve – 65g,Little Green Skincare,"['For The Home', 'First Aid']","An intensive salve to help with sore, irritated skin such as eczema and psoriasis. Made with natural oils infused with soothing botanicals such as calendula, elderflower, St John’s wort and yarrow. With added beeswax, shea butter and sunflower oil this salve strengthens the skins natural defences with added anti-inflammatory properties.","['Natural', 'Recyclable', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/05/little-green-skincare-herbal-healing-salve-1-600x600.jpg,https://www.peacewiththewild.co.uk/product/little-green-skincare-herbal-healing-salve-65g/
Ultimate Pure Biodegradable Glitter Set – Uber Chunky,Eco Glitter Fun,"['Makeup', 'Glitter', 'Glitter Sets']","The complete PURE uber chunky set from Eco Glitter Fun. This eco-friendly glitter is so much fun when adding that sparkle to your life. Whether you are at festivals, parties or using it for crafts, rest assured you can enjoy this glitter without worrying about where it will end up! Included in the set is pure pearl, citrine gold, sterling silver, bronze, blush pink and sapphire blue, everything you need to glam up your day. A Eco Glitter Fun Pure glitter is 100% biodegradable and 100% plastic-free, so these eco sparkles will naturally biodegrade without causing any harm to the planet.","['Plastic Free', 'Biodegradable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/08/Eco-Glitter-Pure-Updated-600x600.jpg,https://www.peacewiththewild.co.uk/product/eco-glitter-fun-ultimate-pure-biodegradable-glitter-set-uber-chunky/
Natural Beech Wood Beard Brush,Eco Living,"['Haircare', ""Men's Haircare"", 'Beard Care']","Eco Living natural beech wood beard brush with 100% plant bristles. Shape, style and groom the plastic free way! Effortlessly untangle hairs and maintain a stylish beard; natural beard care that is kind to the planet!","['Vegan', 'Natural', 'Plastic Free', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/12/eco-living-beard-brush-600x600.jpg,https://www.peacewiththewild.co.uk/product/eco-living-natural-beech-wood-beard-brush/
Natural Deodorant Stick – Lemon & May Chang,Your Nature,"['Skincare', 'Deodorants', 'Deodorant Sticks']","Your Nature handcraft their deodorants in the UK using only natural ingredients such as coconut oil, shea butter, arrowroot powder and sodium bicarbonate. The distinctive scent of lemon combined with May Chang gives a refreshing, clean, crisp aroma as well as providing a natural antibacterial properties.","['Vegan', 'Natural', 'Plastic Free', 'Handmade']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/09/your-nature-vegan-deodorant-may-chang-70g-600x600.jpg,https://www.peacewiththewild.co.uk/product/natural-deodorant-stick-lemon-may-chang-your-nature/
Bee Seedball Box,Seedball,"['For The Home', 'Gardening', 'Seeds']","A  colourful set of Bumblebee seed boxes packed with bee and butterfly friendly wildflower seeds.  Choose your box colour.  Sold individually not a set a three. Each box contains 6 seed balls to grow beautiful wildflowers in a window box, balcony pot or garden bed. One box will cover 1-2 pots. Each seed ball contains approximately 30 UK wildflower seeds from a mix of Purple Loosestrife, Forget-me-not, Musk mallow, Red campion, Yarrow and Cornflower. Each box contains different wildflowers.","['Vegan', 'Natural', 'Plastic Free', 'Made In UK', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/07/seedball-bee-boxes-all-3-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/beeseedball-box/
Merry Gooey Chocolate Cookie Slab Mix,Bottled Baking Co,"['Christmas', 'Stocking Fillers']","Indulge in gooey, chewy goodness with our Merry Gooey Chocolate Cookie Slab Mix! Made with rich Belgian chocolate and topped with festive candy cane sprinkles, this mix is sure to satisfy all your holiday cravings. Just add an egg and butter for a treat that will have you saying “Ho ho yum!","['Palm Oil Free', 'Plastic Free', 'Recyclable', 'Biodegradable', 'Handmade', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/11/bottled-baking-co-cookie-600x594.jpg,https://www.peacewiththewild.co.uk/product/merry-gooey-chocolate-cookie-slab-mix-750ml/
Foaming Body Wash – Mimosa Blossom & Neroli,neat.,"['Bathroom', 'Body Wash', 'Body Wash Liquids']","Transform your daily routine with Neat Foaming Body Wash, the sustainable and luxurious choice for your skin and the planet. Style meets sustainability with neat refillable aluminium bottles. Made from 100% recycled aluminium and free from single-use plastic, they’re designed to last a lifetime. Thoughtfully created to complement your home, neat fragrances leave a lasting impression. Just add tap water at home for an instant and convenient body wash. A botanical blend of sweet mimosa blossom and fresh citrusy neroli flowers.","['Vegan', 'Recyclable', 'Biodegradable', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2025/02/Neat.-Foaming-bodywash-Starter-pack-Mimosa-blossom-Neroli-600x594.jpg,https://www.peacewiththewild.co.uk/product/foaming-body-wash-mimosa-blossom-neroli/
All In One Dishwasher Tablets – Pack Of 30,neat.,"['Kitchen', 'Dishwasher Tablets']","Elevate your kitchen experience with the convenience and efficiency of neat’s all in one dishwasher tablets – a single solution for sparkling, spotless dishes every time. A powerful plant-based dishwasher tablets without the plastic packaging waste. Achieve spotless dishes without pre-rinsing or re-washing, saving you time and water.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable', 'Biodegradable', 'Handmade', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/02/Neat-Dishwasher-Tablets-30pk-2-600x600.jpg,https://www.peacewiththewild.co.uk/product/all-in-one-dishwasher-tablets-pack-of-30/
Aluminium Tube Squeezer,Odyskin,"['Skincare', 'Skincare Accessories']","Aluminium Tube Squeezer by Odyskin ensures that not a drop of your favourite products goes to waste. Made from highly recycled, durable aluminium, it’s your go-to tool for everyday use. Travel-Friendly, Small, eco-friendly, and built to last. Embrace sustainability with the Odyskin Aluminium Tube Squeezer. Packaged in a recyclable card box. See potential uses in the description below!","['Vegan', 'Palm Oil Free', 'Recyclable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/09/Odyskin-Tube-Squeezer-600x600.jpg,https://www.peacewiththewild.co.uk/product/aluminium-tube-squeezer/
Bamboo Powder Brush 702,ZAO,"['Makeup', 'Makeup Accessories', 'Makeup Brushes']","The Face powder brush 702 is designed to apply and fade Compact Powder and Mineral Cooked Powder. The compact shape of the bristles guarantees a uniform, easy and fast result. The soft bristles allow to fade the textures in a light and precise way for a professional result.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/03/zao-foundation-brush-1-600x600.jpg,https://www.peacewiththewild.co.uk/product/bamboo-powder-brush-702/
Replacement Eco Cracker Snaps (Low Noise) – 12 Pack,Keep This Cracker,"['Christmas', 'Stocking Fillers']","A pack of 12 replacement Cracker Snaps.  For use with Keep this Cracker.  Re-use your Eco Crackers, simply replace the snaps. A fabulous idea for Christmas day especially for children who love to feel the gentle pull of the snap! This eco snap is silent and pet friendly.",[],https://www.peacewiththewild.co.uk/wp-content/uploads/2020/10/keep-this-cracker-ecosnap-600x600.jpg,https://www.peacewiththewild.co.uk/product/replacement-eco-cracker-snaps-12-pack/
Organic Raisins,Peace With The Wild - Refill,"['Food & Drink', 'Dried Fruit']","Nutritious and delicious, dried organic dried raisins are a food pantry essential. Great for a vegan diet, dried raisins are a perfect source of potassium and vitamins .  Dried organic raisins are a versatile ingredient that can be used in baking, added to your favourite breakfast or served as a tasty snack. All our refill dried food is packaged in recyclable paper bags for sustainable living!","['Organic', 'Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/08/refill-food-rasin-600x600.jpg,https://www.peacewiththewild.co.uk/product/organic-raisins/
Reusable Safety Razor – Rainbow,Jungle Culture,"['Skincare', 'Safety Razors', 'Single Safety Razors']","A reusable, plastic free rainbow safety razor by Jungle Culture has been designed to last a lifetime. A great alternative to disposable razors. The razor is made of stainless steel which gives it a lovely feel in the hand, and the weight allows for the smoothest shave.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable', 'Biodegradable', 'Handmade', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/05/jc-rainbow-razor-600x594.jpg,https://www.peacewiththewild.co.uk/product/reusable-safety-razor-rainbow/
Tea Tree Essential Oil – 15ml,Planet Detox,['For The Home'],"Steam distilled from tea tree, this essential oil is a great oil to use in today’s holistic world. Tea tree is considered a cleansing essential oil and can be helpful to clear the mind of clutter and aid with anxiety & insomnia. With it’s strong tea tree scent, it is said to also boost immunity, repel insects, help with congestion and fight acne.","['Vegan', 'Natural', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/03/planet-detox-essential-oils-tea-tree-02-600x600.jpg,https://www.peacewiththewild.co.uk/product/tea-tree-essential-oil-15ml/
Creamy Caramel Instant Coffee,Little's Coffee,"['Food & Drink', 'Coffee']",Little’s Creamy Caramel Flavoured Instant Coffee – formerly Chocolate Caramel. Super high quality Arabica coffee infused with the comforting taste of chocolate and creamy caramel.,"['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/02/littles-coffee-creamy-caramel-02-600x600.jpg,https://www.peacewiththewild.co.uk/product/littles-chocolate-caramel-instant-coffee/
Stainless Steel Tongue Scraper,Organically Epic,['Bathroom'],Tongue scraper by Organically Epic.  This award winning stainless steel u shaped tongue cleaner will remove debris from your tongue naturally.  Easy to use and an effect way of fighting bad breath and halitosis. Fresher breath and improved taste.,"['Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/10/organically-epic-tongue-scraper-600x600.jpg,https://www.peacewiththewild.co.uk/product/stainless-steel-tongue-scraper/
Shower Block – Essential Oil Collection – Lemon & Rosemary 100g,Shower Blocks,['Bathroom'],"The Essential Oil Collection by Shower Blocks has been developed in response to customer requests for a 100% naturally derived block. The collection contains no colouring and no fragrance oil.  The natural aroma comes from essential oils and the block is a bubbly, hydrating and totally plastic free alternative to shower gel. With Shower Block gone are the days of using shower gel in plastic disposable bottles. Shower Block have transformed shower gel into an innovative solid bar form that is 100% plastic free – what else do you need when showering the zero waste way! This blend of Lemon & Rosemary is refreshing and energising, leaving the skin feeling fresh and squeaky clean without drying.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Biodegradable', 'Handmade', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/05/Lemon-Rosemary-Showeer-Block-600x600.jpg,https://www.peacewiththewild.co.uk/product/shower-block-essential-oil-collection-lemon-rosemary-100g/
Frankincense & Myrrh Soy Wax Candle – 250ml,Peace With The Wild,"['For The Home', 'Candles']","Introducing Peace With The Wild’s very own Christmas Candle Collection! Handmade and poured in our independent soapery and studio based in the beautiful countryside of North Lincolnshire. Using the highest quality ingredients from UK suppliers, our candles melts are 100% vegan and come in recyclable packaging. This particular blend is a beautifully festive scent. Perfect for gifting, stocking fillers or as a treat to yourself.","['Vegan', 'Palm Oil Free', 'Plastic Free', 'Recyclable', 'Handmade', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/11/PWTW-Christmas-Candle-Frank-Myrrh-600x600.jpg,https://www.peacewiththewild.co.uk/product/frankincense-myrrh-soy-wax-candle-250ml/
Natural Exfoliating Dry Body Brush,Ecojiko,"['Bathroom', 'Body Brushes']","Embrace eco-friendly skincare with the Ecojiko Natural Exfoliating Dry Body Brush. Crafted from sustainable beechwood and plastic-free sisal bristles, this zero waste essential promotes smoother, radiant skin. Stimulate circulation and exfoliate gently for a healthier glow. Remove dead skin cells and absorb your moisturiser quickly and evenly with this handy, ergonomic Dry Body Brush.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Biodegradable', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/07/Ecojiko-Dry-Body-Brush-2-600x600.jpg,https://www.peacewiththewild.co.uk/product/natural-exfoliating-dry-body-brush/
Rectangle Leak Resistant Stainless Steel Lunch Box,A Slice of Green,['Kitchen'],A rectangle leak resistant stainless steel lunch box with a clip top lid by A Slice Of Green. A Slice Of Green rectangle lunchbox is durable and will last you a life time if cared for.,"['Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/02/adoni-lunch-box-3-600x600.jpg,https://www.peacewiththewild.co.uk/product/rectangle-leak-resistant-stainless-steel-oval-lunch-box/
Compostable Sponge with Loofah Scourer,Seep,"['Kitchen', 'Dish Sponges']",Seep’s best-selling Eco Sponge with Loofah Scourer is 100% plastic free and works just as well as (if not better) than a synthetic sponge. It’s ideal for cleaning your dishes and wiping up spills. the tough scourer made from natural loofah will cut through dirt and the super absorbent sponge side will soak up any spills and leave your sides and dishes looking polished and sparkling.  Seep invite you to spread the word and wash up sustainably!,"['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/02/Seep-Sponge-With-Scourer-Single-600x600.jpg,https://www.peacewiththewild.co.uk/product/compostable-sponge-with-loofah-scourer/
Baby Bibs 2 Pack – Blush & Mulberry,Green Island,"['Mama & Baby', 'Baby Bibs']","Baby bib set in a gorgeous combination of blush & mulberry, made with soft silicone to give you peace of mind that your baby is comfortable when food is on the table. An invaluable spill catcher on the bottom keeps the mess contained meaning no more wiping down highchairs!","['Natural', 'Plastic Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/03/green-island-baby-bib-mulberry-blush-600x600.jpg,https://www.peacewiththewild.co.uk/product/baby-bibs-2-pack-blush-mulberry/
